letter_size,noise_contrast,noise_decay_radius,eccentricity,HardOrSoft,TargetCross,mean_threshold,sd_threshold,squared_noise_contrast,mean_squared_threshold,sd_squared_threshold,mean_Energy,sd_Energy,Energy_at_unit_contrast,Noise_power_spectral_density,mean_Neq,sd_Neq,mean_Efficiency,sd_Efficiency
3.438703125,0.16,1,32,soft,0,0.322102292983296,0.00692872955697211,0.0256,0.103773890791734,0.00446351935552372,0.035192889889871,0.00348084194940807,6.47729648518799,0.0030271178705625,0.00168968862659562,0.000259309756577687,0.227875957361839,0.0349712119163999
3.438703125,0.16,1.73205080756888,0,soft,0,0.406078452280578,0.00234174308737729,0.0256,0.164902451286933,0.00190186281712183,0.10210238955184,0.00271120436198146,6.47729648518799,0.0030271178705625,4.21985378502012e-05,1.13614540562483e-06,0.141617436949475,0.00381288093245494
3.438703125,0.16,1.73205080756888,32,soft,0,0.417056987725001,0.00214968146885836,0.0256,0.17393884157546,0.00179307935594065,0.115445458881478,0.00274007462842201,6.47729648518799,0.0030271178705625,0.000368068733578754,9.79787961912286e-06,0.136391513082759,0.00363070129120046
3.438703125,0.16,3,0,soft,0,0.499563523947061,0.0173388965590869,0.0256,0.24971403312535,0.0173237605328221,0.266390834603839,0.0424070889645102,6.47729648518799,0.0030271178705625,1.62381837897588e-05,2.59866558181566e-06,0.103912451123994,0.0166295512942976
3.438703125,0.16,3,32,soft,0,0.562151360812687,0.0174893200596636,0.0256,0.31616709062163,0.019663290142457,0.45831814514261,0.065451518897474,6.47729648518799,0.0030271178705625,8.58803047173898e-05,1.26085934927331e-05,0.0620521816743453,0.00911024636723978
3.438703125,0.16,5.19615242270663,0,soft,0,0.567355948893699,0.0262712369915833,0.0256,0.322237861691603,0.029810285183942,0.480514263244748,0.101731585963968,6.47729648518799,0.0030271178705625,9.07051282183496e-06,1.9259788182847e-06,0.0763622162778428,0.0162142994511139
3.438703125,0.16,5.19615242270663,32,soft,0,0.590808049907519,0.00323103469296947,0.0256,0.349059371628119,0.00381784261227367,0.574010027876827,0.0144549514742218,6.47729648518799,0.0030271178705625,6.74729127046006e-05,1.7369902271756e-06,0.0630153023661392,0.00162223564961108
3.438703125,0.16,9,0,soft,0,0.539914705634467,0.00196909851371162,0.0256,0.291509828034831,0.00212629048879175,0.379078840181443,0.00636646067726163,6.47729648518799,0.0030271178705625,1.12488598089204e-05,1.89621533165083e-07,0.100915498544166,0.00170112810356909
3.438703125,0.16,9,32,soft,0,0.644876142779021,0.00285955361498079,0.0256,0.415869328048987,0.00368811581059722,0.859083156608022,0.0175417962750791,6.47729648518799,0.0030271178705625,4.47469769577835e-05,9.2720117464637e-07,0.0446169205513272,0.000924506278565448
3.438703125,0.16,Inf,0,soft,0,0.536354644281631,0.00775717324282999,0.0256,0.287706391310834,0.00832119179057815,0.368002952052256,0.0244930363178855,6.47729648518799,0.0030271178705625,1.16129881265558e-05,7.7587990844484e-07,0.111854691640394,0.00747316771215998
3.438703125,0.16,Inf,32,soft,0,0.628309971098109,0.0303117194208665,0.0256,0.395232819948431,0.0380903111065172,0.769356071704542,0.169598973379452,6.47729648518799,0.0030271178705625,5.13299366082356e-05,1.15023657406126e-05,0.0591730284119961,0.0132598997728986
5.985890625,0,Inf,0,soft,0,0.136261404116975,0.0291552898516416,0,0.0189921857150962,0.00794548146524415,0.00241328624094164,0.00206727301691069,19.6273634235669,0,0,0,0,0
5.985890625,0,Inf,32,soft,0,0.207545961998735,0.0162845865961112,0,0.0432079202222833,0.00675960038168317,0.0144220375517082,0.00510567399551693,19.6273634235669,0,0,0,0,0
5.985890625,0.16,1,0,soft,0,0.169721288261571,0.0012085203794208,0.0256,0.0288060459499209,0.00041022327137132,0.00556875377389445,0.000182577478554095,19.6273634235669,0.0091727069630625,0.00702700443237078,0.000406587213353495,1.49052739193461,0.0862429196603312
5.985890625,0.16,1,32,soft,0,0.250592854102193,0.00109763323135903,0.0256,0.0627973809264383,0.000550118088407343,0.0335000181557021,0.000675695816605708,19.6273634235669,0.0091727069630625,0.00693847798353793,0.00024574406717375,0.212274493112462,0.00751824786624223
5.985890625,0.16,1.73205080756888,0,soft,0,0.211762985989668,0.000385791708434782,0.0256,0.0448436366528813,0.000163392808296411,0.0154273987937048,0.000129430423768311,19.6273634235669,0.0091727069630625,0.00170103510579272,1.69174573905756e-05,1.16159195148041,0.0115524848825781
5.985890625,0.16,1.73205080756888,32,soft,0,0.297689080464883,0.00769646064881355,0.0256,0.0886484063812869,0.00458230458675892,0.0742427339174362,0.00881965435749639,19.6273634235669,0.0091727069630625,0.00223572637944715,0.000329623944597836,0.246305145884231,0.0363139579634883
5.985890625,0.16,3,0,soft,0,0.397660702526231,0.00154167031598954,0.0256,0.158135222707337,0.00122612340184048,0.280916189649155,0.0050150966277341,19.6273634235669,0.0091727069630625,7.94963242185574e-05,1.43151738321873e-06,0.152541842743986,0.00274687291145544
5.985890625,0.16,3,32,soft,0,0.424083816970957,0.0142037871833046,0.0256,0.179947957601831,0.012047192568278,0.379517172688725,0.0583166982266617,19.6273634235669,0.0091727069630625,0.000367023582908719,5.86247294654402e-05,0.117314475706525,0.0187386580071218
5.985890625,0.16,5.19615242270663,0,soft,0,0.538009466002398,0.0076449112703896,0.0256,0.289483407842352,0.00822606926043604,1.13101285745655,0.073960622831064,19.6273634235669,0.0091727069630625,1.96562214201732e-05,1.28813302416503e-06,0.0723173884479117,0.0047391822817747
5.985890625,0.16,5.19615242270663,32,soft,0,0.566673899112241,0.00595642234171676,0.0256,0.321137047418627,0.0067506981462798,1.43588127589981,0.0694792188825405,19.6273634235669,0.0091727069630625,9.31770240846705e-05,4.55438093231991e-06,0.0559739486648594,0.00273593932635406
5.985890625,0.16,9,0,soft,0,0.58446947325329,0.00180850908311019,0.0256,0.34160620051753,0.00211403670235838,1.65492291514264,0.0235813308267072,19.6273634235669,0.0091727069630625,1.33969697957172e-05,1.91174908335133e-07,0.0646542305127488,0.000922616590186297
5.985890625,0.16,9,32,soft,0,0.66958489067359,0.0298862006106754,0.0256,0.448790518311834,0.0400226967370961,3.12064862987261,0.637169138174729,19.6273634235669,0.0091727069630625,4.35036165141305e-05,8.92374107874765e-06,0.0417763157961292,0.00856942606754458
5.985890625,0.16,Inf,0,soft,0,0.606399780359381,0.0257989684667467,0.0256,0.368053487006879,0.0312889776234676,1.97552220713964,0.384710626470682,19.6273634235669,0.0091727069630625,1.14364129095103e-05,2.22983613747545e-06,0.0635044551120068,0.0123819006903541
5.985890625,0.16,Inf,32,soft,0,0.669826490716059,0.00992260870798301,0.0256,0.448716756746776,0.0132928523392337,3.10301753822834,0.211530327682683,19.6273634235669,0.0091727069630625,4.29321701606547e-05,2.94031899619827e-06,0.039175530166833,0.00268303594028988
